Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;"Rating;";;;
Mirrors Edge;PS3;2008;Platform;Electronic Arts;0.31;0.58;0.02;0.22;1.13;79;66;7.8;366;"T;";;;
Mist of Chaos;PS3;2007;Action;Idea Factory;0;0;0.01;0;0.01;;;;;";";;;
MLB 07: The Show;PS3;2007;Sports;Sony Computer Entertainment;0.29;0;0;0.03;0.32;77;30;7.5;17;"E;";;;
MLB 08: The Show;PS3;2008;Sports;Sony Computer Entertainment;0.64;0;0;0.05;0.7;85;33;8.7;76;"E;";;;
MLB 09: The Show;PS3;2009;Sports;Sony Computer Entertainment;0.66;0;0;0.06;0.72;90;27;8.1;61;"E;";;;
MLB 10: The Show;PS3;2010;Sports;Sony Computer Entertainment;0.67;0;0;0.06;0.73;91;33;8.3;107;"E;";;;
MLB 11: The Show;PS3;2011;Sports;Sony Computer Entertainment;0.54;0;0;0.04;0.58;90;30;7.8;87;"E;";;;
MLB 12: The Show;PS3;2012;Sports;Sony Computer Entertainment;0.86;0;0;0.06;0.92;87;23;7.5;75;"E;";;;
MLB 13: The Show;PS3;2013;Sports;Sony Computer Entertainment;0.67;0;0;0.07;0.74;87;36;7.9;116;"E;";;;
MLB 14: The Show;PS3;2014;Sports;Sony Computer Entertainment America;0.35;0;0;0.08;0.43;81;26;6.8;79;"E;";;;
MLB 15: The Show;PS3;2015;Sports;Sony Computer Entertainment;0.31;0.01;0;0.07;0.39;;;8.2;6;"E;";;;
MLB 16: The Show;PS3;2016;Action;Sony Computer Entertainment;0.18;0;0;0.04;0.22;;;;;";";;;
MLB Front Office Manager;PS3;2009;Sports;Take-Two Interactive;0.07;0;0;0.01;0.08;49;8;6.5;8;"E;";;;
Mobile Suit Gundam Battlefield Record U.C.0081;PS3;2009;Action;Namco Bandai Games;0;0;0.24;0;0.24;;;;;";";;;
Mobile Suit Gundam Side Story: Missing Link;PS3;2014;Action;Namco Bandai Games;0;0;0.12;0;0.12;;;;;";";;;
Mobile Suit Gundam: Crossfire;PS3;2006;Simulation;Namco Bandai Games;0.06;0;0.14;0.01;0.2;33;31;5.1;47;"T;";;;
Mobile Suit Gundam: Extreme VS Full Boost;PS3;2014;Fighting;Namco Bandai Games;0;0;0.38;0;0.38;;;;;";";;;
ModNation Racers;PS3;2010;Racing;Sony Computer Entertainment;0.5;0.4;0.06;0.16;1.12;82;85;8.4;202;"E;";;;
Monkey Island: Special Edition Collection;PS3;2011;Adventure;Activision;0;0.08;0;0.02;0.1;;;;;";";;;
Monopoly;PS3;2008;Misc;Electronic Arts;0.25;0.05;0;0.04;0.34;54;4;6.7;13;"E;";;;
Monopoly Streets;PS3;2010;Misc;Electronic Arts;0.16;0.17;0;0.06;0.39;64;11;6.1;9;"E;";;;
Monster High: New Ghoul in School;PS3;2015;Action;Little Orbit;0;0.04;0;0.01;0.04;;;;;"E;";;;
Monster Hunter Freedom 2;PS3;2011;Role-Playing;Capcom;0;0;0.5;0;0.5;;;;;";";;;
Monster Hunter Frontier Online;PS3;2010;Role-Playing;Capcom;0;0;0.05;0;0.05;;;;;";";;;
Monster Jam: Path of Destruction;PS3;2010;Racing;Activision;0.21;0.02;0;0.02;0.25;;;6.3;4;"E;";;;
Monster Madness: Grave Danger;PS3;2008;Shooter;SouthPeak Games;0.05;0;0;0.01;0.06;55;25;;;"T;";;;
Monsters vs. Aliens;PS3;2009;Action;Activision;0.21;0.05;0;0.04;0.3;66;18;4.5;4;"E10+;";;;
Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1.98;0.53;0;0.34;2.85;84;60;8.4;496;"M;";;;
Mortal Kombat vs. DC Universe;PS3;2008;Fighting;Midway Games;1.49;0.28;0;0.23;2.01;76;44;7;108;"T;";;;
MotionSports: Adrenaline;PS3;2011;Sports;Ubisoft;0.08;0.05;0;0.02;0.15;;;;;"E;";;;
MotoGP 08;PS3;2008;Racing;Capcom;0.07;0.24;0;0.08;0.39;65;21;6;9;"E;";;;
MotoGP 09/10;PS3;2010;Racing;Capcom;0.05;0.13;0;0.04;0.22;70;42;5.4;28;"E;";;;
MotoGP 10/11;PS3;2011;Racing;Capcom;0.04;0.1;0;0.03;0.17;68;32;6.1;24;"E;";;;
MotoGP 14;PS3;2014;Racing;Milestone S.r.l.;0.05;0.05;0;0.02;0.12;;;;;"E;";;;
MotoGP 15;PS3;2015;Racing;Milestone S.r.l.;0;0.02;0.03;0;0.06;;;;;"E10+;";;;
MotorStorm;PS3;2006;Racing;Sony Computer Entertainment;1.53;1.6;0.06;0.67;3.87;84;9;7.3;224;"T;";;;
MotorStorm Complete;PS3;2008;Racing;Sony Computer Entertainment;0;0;0.01;0;0.01;;;;;";";;;
MotorStorm: Apocalypse;PS3;2011;Racing;Sony Computer Entertainment;0.21;0.19;0;0.08;0.48;77;74;7.7;155;"T;";;;
MotorStorm: Pacific Rift;PS3;2008;Racing;Sony Computer Entertainment;0.43;0.65;0.02;0.25;1.35;82;63;8;319;"T;";;;
Motto! SoniComi;PS3;2014;Simulation;Kadokawa Games;0;0;0.02;0;0.02;;;;;";";;;
Move Fitness;PS3;2013;Sports;Sony Computer Entertainment;0;0.16;0;0.05;0.21;;;;;";";;;
Mugen Souls;PS3;2012;Role-Playing;Nippon Ichi Software;0.04;0.02;0.08;0.01;0.15;55;24;7.3;35;"T;";;;
Mugen Souls Z;PS3;2013;Role-Playing;Nippon Ichi Software;0.02;0.01;0.04;0.01;0.07;57;26;6.4;56;"T;";;;
Murdered: Soul Suspect;PS3;2014;Action;Square Enix;0.05;0.05;0.02;0.02;0.14;;;7.1;57;"M;";;;
Musou Orochi Z;PS3;2009;Action;Tecmo Koei;0;0;0.23;0;0.23;;;;;";";;;
Muv-Luv;PS3;2012;Simulation;5p;0;0;0.01;0;0.01;;;;;";";;;
Muv-Luv Alternative;PS3;2012;Simulation;5p;0;0;0.01;0;0.01;;;;;";";;;
Muv-Luv Alternative: Total Eclipse;PS3;2013;Simulation;5p;0;0;0.03;0;0.03;;;;;";";;;
Muv-luv Photonflowers;PS3;2014;Adventure;5p;0;0;0.01;0;0.01;;;;;";";;;
Muv-luv Photonmelodies;PS3;2014;Adventure;5p;0;0;0.01;0;0.01;;;;;";";;;
MX vs. ATV Reflex;PS3;2009;Racing;THQ;0.52;0.25;0;0.12;0.9;74;44;7.4;10;"E;";;;
MX vs. ATV Supercross;PS3;2014;Racing;Nordic Games;0.02;0.01;0;0;0.03;58;4;3.5;4;"E;";;;
MX vs. ATV Untamed;PS3;2007;Racing;THQ;0.35;0.06;0;0.05;0.46;67;33;6.1;8;"E;";;;
MX vs. ATV: Alive;PS3;2011;Racing;THQ;0.24;0.15;0;0.07;0.46;61;41;6.7;11;"E;";;;
My Fitness Coach: Clu;PS3;2011;Sports;Ubisoft;0;0.1;0;0.02;0.12;;;;;";";;;
MySims SkyHeroes;PS3;2010;Action;Electronic Arts;0.08;0.02;0;0.01;0.12;62;16;;;"E10+;";;;
naild;PS3;2010;Racing;Deep Silver;0.08;0.02;0;0.02;0.12;66;36;6.2;13;"E10+;";;;
Naruto Shippuden: Ultimate Ninja Storm 2;PS3;2010;Fighting;Namco Bandai Games;0.42;0.46;0.15;0.18;1.21;76;34;8.3;131;"T;";;;
Naruto Shippuden: Ultimate Ninja Storm 3;PS3;2013;Fighting;Namco Bandai Games;0.32;0.32;0.15;0.15;0.93;77;32;7.9;189;"T;";;;
Naruto Shippuden: Ultimate Ninja Storm Collection;PS3;2016;Action;Namco Bandai Games;0;0.01;0;0;0.01;;;;;";";;;
Naruto Shippuden: Ultimate Ninja Storm Generations;PS3;2012;Fighting;Namco Bandai Games;0.27;0.24;0.14;0.08;0.73;74;23;7.1;83;"T;";;;
Naruto Shippuden: Ultimate Ninja Storm Revolution;PS3;2014;Fighting;Namco Bandai Games;0.15;0.14;0.09;0.06;0.44;73;26;7.5;102;"T;";;;
Naruto: Ultimate Ninja Storm;PS3;2008;Fighting;Namco Bandai Games;0.49;0.34;0.09;0.15;1.07;75;32;8.6;95;"T;";;;
NASCAR 08;PS3;2007;Racing;Electronic Arts;0.15;0.05;0;0.03;0.23;57;21;5;14;"E;";;;
NASCAR 09;PS3;2008;Racing;Electronic Arts;0.22;0.01;0;0.02;0.25;65;22;7.5;10;"E;";;;
NASCAR 14;PS3;2014;Racing;Deep Silver;0.09;0;0;0.02;0.11;67;7;4.6;20;"E;";;;
NASCAR 2011: The Game;PS3;2011;Racing;Activision;0.25;0;0;0.02;0.27;62;16;3.7;15;"E;";;;
NASCAR The Game: Inside Line;PS3;2012;Racing;Activision;0.07;0;0;0.01;0.08;76;4;4.5;15;"E;";;;
NASCAR Unleashed;PS3;2011;Racing;Activision;0.09;0;0;0.01;0.1;;;;;"E;";;;
NatGeo Challenge! Wild Life;PS3;2010;Misc;Black Bean Games;0.05;0.03;0;0.01;0.09;;;;;";";;;
National Geographic Challenge!;PS3;2011;Misc;Black Bean Games;0.01;0.03;0;0.01;0.04;;;;;";";;;
Natsuiro High School: Seishun Hakusho;PS3;2015;Action;D3Publisher;0;0;0.02;0;0.02;;;;;";";;;
Natural Doctrine;PS3;2014;Role-Playing;Nippon Ichi Software;0.03;0.01;0.01;0.01;0.05;;;8.1;17;"M;";;;
Naughty Bear;PS3;2010;Action;505 Games;0.18;0.18;0;0.07;0.43;43;31;5.5;49;"T;";;;
NBA 07;PS3;2006;Sports;Sony Computer Entertainment;0.24;0;0.01;0.02;0.27;63;24;6.3;10;"E;";;;
NBA 08;PS3;2007;Sports;Sony Computer Entertainment;0.12;0;0;0.01;0.13;63;37;6;4;"E;";;;
NBA 09: The Inside;PS3;2008;Sports;Sony Computer Entertainment;0.14;0;0;0.01;0.15;63;17;5.1;7;"E;";;;
NBA 2K10;PS3;2009;Sports;Take-Two Interactive;0.75;0.01;0.01;0.07;0.84;83;30;7.8;39;"E;";;;
NBA 2K11;PS3;2010;Action;Take-Two Interactive;1.41;0.2;0.03;0.16;1.8;89;46;7.6;107;"E;";;;
NBA 2K12;PS3;2011;Sports;Take-Two Interactive;1.62;0.26;0.05;0.18;2.11;90;38;6.7;127;"E;";;;
NBA 2K13;PS3;2012;Sports;Take-Two Interactive;1.73;0.43;0.05;0.27;2.47;90;26;8;100;"E;";;;
NBA 2K14;PS3;2013;Sports;Take-Two Interactive;1.44;0.31;0.04;0.32;2.11;84;26;4.9;145;"E;";;;
NBA 2K15;PS3;2014;Sports;Take-Two Interactive;0.87;0.22;0.02;0.24;1.34;;;3.5;22;"E;";;;
NBA 2K16;PS3;2015;Sports;Take-Two Interactive;0.47;0.12;0.04;0.13;0.76;;;4.3;14;"E;";;;
NBA 2K17;PS3;2016;Sports;Take-Two Interactive;0.09;0.08;0.01;0.03;0.21;;;1.7;10;"E;";;;
NBA 2K7;PS3;2006;Sports;Take-Two Interactive;0.3;0.04;0;0.03;0.37;80;20;7.4;8;"E;";;;
NBA 2K8;PS3;2007;Sports;Take-Two Interactive;0.5;0.01;0;0.05;0.55;81;18;6.8;19;"E;";;;
NBA 2K9;PS3;2008;Sports;Take-Two Interactive;0.56;0;0;0.05;0.61;82;30;7;37;"E;";;;
NBA Ballers: Chosen One;PS3;2008;Sports;Midway Games;0.13;0;0;0.02;0.15;54;23;6.5;4;"E;";;;
NBA Jam;PS3;2010;Sports;Electronic Arts;0.22;0.12;0;0.06;0.4;71;33;5.7;14;"E;";;;
NBA Live 08;PS3;2007;Sports;Electronic Arts;0.56;0.02;0.01;0.05;0.63;73;28;6.8;10;"E;";;;
NBA Live 09;PS3;2008;Sports;Electronic Arts;0.46;0;0.02;0.04;0.52;75;32;7.8;15;"E;";;;
NBA Live 10;PS3;2009;Sports;Electronic Arts;0.46;0.02;0.01;0.05;0.54;81;32;7.5;25;"E;";;;
NBA Street Homecourt;PS3;2007;Sports;Electronic Arts;0.13;0.01;0;0.02;0.16;81;31;6.5;16;"E;";;;
NCAA Basketball 09;PS3;2008;Sports;Electronic Arts;0.15;0;0;0.01;0.17;68;17;;;"E;";;;
NCAA Basketball 10;PS3;2009;Sports;Electronic Arts;0.31;0;0;0.03;0.33;75;17;7.8;6;"E;";;;
NCAA Football 08;PS3;2007;Sports;Electronic Arts;0.35;0;0;0.03;0.38;77;13;7.9;28;"E;";;;
NCAA Football 09;PS3;2008;Sports;Electronic Arts;0.54;0;0;0.04;0.58;81;20;7.3;25;"E;";;;
NCAA Football 10;PS3;2009;Sports;Electronic Arts;0.75;0;0;0.06;0.81;80;20;6.9;14;"E;";;;
NCAA Football 11;PS3;2010;Sports;Electronic Arts;0.79;0;0;0.06;0.85;85;22;7.4;25;"E;";;;
NCAA Football 12;PS3;2011;Sports;Electronic Arts;0.78;0;0;0.05;0.83;82;17;5.8;41;"E;";;;
NCAA Football 13;PS3;2012;Action;Electronic Arts;0.82;0;0;0.07;0.89;79;9;4.1;34;"E;";;;
NCAA Football 14;PS3;2013;Sports;Electronic Arts;0.75;0;0;0.09;0.84;77;9;6.2;40;"E;";;;
NCAA March Madness 08;PS3;2007;Sports;Electronic Arts;0.08;0;0;0.01;0.09;67;15;3.8;4;"E;";;;
NCIS;PS3;2011;Adventure;Ubisoft;0.07;0.04;0;0.02;0.12;50;4;4;4;"T;";;;
Need for Speed Carbon;PS3;2006;Racing;Electronic Arts;0.49;0.5;0.03;0.2;1.23;75;31;7.3;43;"E10+;";;;
Need for Speed Rivals;PS3;2013;Racing;Electronic Arts;0.33;0.69;0.05;0.19;1.27;80;6;5;124;"E10+;";;;
Need for Speed: Hot Pursuit;PS3;2010;Racing;Electronic Arts;1.05;1.23;0.03;0.47;2.78;89;59;7.2;301;"E10+;";;;
Need for Speed: Most Wanted;PS3;2012;Racing;Electronic Arts;0.71;1.46;0.06;0.58;2.81;;;;;";";;;
Need for Speed: ProStreet;PS3;2007;Racing;Electronic Arts;0.73;0.91;0.04;0.36;2.04;73;26;6;43;"E10+;";;;
Need for Speed: Shift;PS3;2009;Racing;Electronic Arts;0.69;1.4;0.04;0.52;2.65;84;55;6.9;114;"E;";;;
Need for Speed: Shift 2 Unleashed;PS3;2011;Racing;Electronic Arts;0.2;0.35;0;0.12;0.67;;;;;";";;;
Need for Speed: The Run;PS3;2011;Action;Electronic Arts;0.58;1.04;0.03;0.36;2.01;64;48;6.4;183;"T;";;;
Need For Speed: Undercover;PS3;2008;Racing;Electronic Arts;0.63;1;0.05;0.38;2.05;59;40;5.9;72;"T;";;;
NeverDead;PS3;2012;Shooter;Konami Digital Entertainment;0.06;0.04;0.01;0.02;0.12;50;32;4.7;47;"M;";;;
NFL Head Coach 09;PS3;2008;Sports;Electronic Arts;0.13;0;0;0.01;0.14;64;12;7.1;12;"E;";;;
NFL Tour;PS3;2008;Sports;Electronic Arts;0.1;0.01;0;0.01;0.11;45;24;;;"E;";;;
NHL 08;PS3;2007;Action;Electronic Arts;0.16;0.06;0;0.03;0.25;86;23;6.9;23;"E10+;";;;
NHL 09;PS3;2008;Sports;Electronic Arts;0.29;0.02;0;0.03;0.33;88;25;7.7;41;"E10+;";;;
NHL 10;PS3;2009;Sports;Electronic Arts;0.38;0.12;0;0.07;0.57;88;35;7.9;40;"E10+;";;;
NHL 11;PS3;2010;Sports;Electronic Arts;0.4;0.12;0;0.07;0.59;88;38;7.1;54;"E10+;";;;
NHL 12;PS3;2011;Sports;Electronic Arts;0.36;0.15;0;0.07;0.58;86;33;7.5;52;"E10+;";;;
NHL 13;PS3;2012;Sports;Electronic Arts;0.33;0.21;0;0.09;0.64;84;22;6.8;60;"E10+;";;;
NHL 14;PS3;2013;Sports;Electronic Arts;0.28;0.17;0;0.09;0.54;80;22;6;79;"E10+;";;;
NHL 15;PS3;2014;Sports;Electronic Arts;0.22;0.09;0;0.07;0.37;;;1.6;45;"E10+;";;;
NHL 16;PS3;2015;Sports;Electronic Arts;0;0.01;0;0;0.01;;;;;";";;;
NHL 2K10;PS3;2009;Sports;Take-Two Interactive;0.13;0.01;0;0.01;0.15;66;23;7.1;8;"E10+;";;;
NHL 2K7;PS3;2006;Sports;Take-Two Interactive;0.11;0;0;0.01;0.12;79;24;6.6;5;"E10+;";;;
NHL 2K8;PS3;2007;Sports;Take-Two Interactive;0.08;0.01;0;0.01;0.09;74;24;;;"E10+;";;;
NHL 2K9;PS3;2008;Sports;Take-Two Interactive;0.11;0.01;0;0.01;0.13;70;21;;;"E10+;";;;
NHL Legacy;PS3;2015;Action;Electronic Arts;0.05;0;0;0.01;0.06;;;;;";";;;
Ni no Kuni: Wrath of the White Witch;PS3;2011;Role-Playing;Namco Bandai Games;0.6;0.47;0.21;0.23;1.51;85;89;8.6;993;"E10+;";;;
NieR;PS3;2010;Role-Playing;Square Enix;0.17;0.18;0.2;0.07;0.62;68;58;8.4;268;"M;";;;
Ninja Gaiden 3;PS3;2012;Action;Tecmo Koei;0.19;0.09;0.11;0.05;0.43;58;43;5;152;"M;";;;
Ninja Gaiden Sigma;PS3;2007;Action;Eidos Interactive;0.57;0.32;0.09;0.16;1.14;88;46;7.5;156;"M;";;;
Ninja Gaiden Sigma 2;PS3;2009;Action;Ubisoft Annecy;0.52;0.16;0.08;0.1;0.85;83;52;7.7;115;"M;";;;
Nitroplus Blasterz: Heroines Infinite Duel;PS3;2015;Fighting;Nitroplus;0;0;0.01;0;0.01;;;;;"T;";;;
No More Heroes: Heroes Paradise;PS3;2010;Action;Konami Digital Entertainment;0.1;0.04;0.04;0.02;0.19;72;38;7.3;38;"M;";;;
No More Heroes: Red Zone;PS3;2011;Action;Marvelous Interactive;0;0;0.09;0;0.09;;;;;";";;;
Nobunaga no Yabou Online: Houou no Shou;PS3;2012;Strategy;Ackkstudios;0;0;0.01;0;0.01;;;;;";";;;
Nobunaga no Yabou: Souzou;PS3;2013;Strategy;Tecmo Koei;0;0;0.19;0;0.19;;;;;";";;;
Nobunaga no Yabou: Tendou;PS3;2010;Strategy;Tecmo Koei;0;0;0.13;0;0.13;;;;;";";;;
Nobunaga no Yabou: Tendou with Power-Up Kit;PS3;2011;Strategy;Tecmo Koei;0;0;0.07;0;0.07;;;;;";";;;
Nobunagas Ambition: Sphere of Influence - Sengoku Risshiden;PS3;2016;Misc;Tecmo Koei;0;0;0.04;0;0.04;;;;;";";;;
NPPL: Championship Paintball 2009;PS3;2008;Shooter;Activision Value;0.15;0;0;0.01;0.16;45;9;7.4;10;"E10+;";;;
Nurarihyon no Mago: Hyakki Ryouran Taisen;PS3;2011;Fighting;Konami Digital Entertainment;0;0;0.02;0;0.02;;;;;";";;;
Odin Sphere: Leifthrasir;PS3;2016;Role-Playing;Nippon Ichi Software;0.02;0.02;0.03;0.01;0.08;;;7.1;30;"T;";;;
Okami;PS3;2012;Action;Capcom;0;0;0.14;0;0.14;;;;;";";;;
Omerta: City of Gangsters;PS3;2011;Simulation;Konami Digital Entertainment;0.52;0.43;0;0.15;1.1;;;;;";";;;
One Piece: Pirate Warriors;PS3;2012;Action;Namco Bandai Games;0.01;0.23;0.86;0.08;1.18;64;33;6.5;55;"T;";;;
One Piece: Pirate Warriors 2;PS3;2013;Action;Namco Bandai Games;0;0.19;0.42;0.05;0.66;71;35;7.8;61;"T;";;;
One Piece: Pirate Warriors 3;PS3;2015;Action;Namco Bandai Games;0;0.06;0.19;0.01;0.26;;;3.7;7;"T;";;;
One Piece: Unlimited World Red;PS3;2014;Action;Namco Bandai Games;0.09;0.1;0.06;0.04;0.28;71;28;7.3;46;"T;";;;
Onechanbara Z Kagura;PS3;2013;Action;D3Publisher;0;0;0.03;0;0.03;;;;;";";;;
Operation Flashpoint: Dragon Rising;PS3;2009;Shooter;Codemasters;0.23;0.46;0.05;0.17;0.91;76;42;6.5;53;"M;";;;
Operation Flashpoint: Red River;PS3;2011;Shooter;Codemasters;0.06;0.14;0.07;0.05;0.32;67;36;6.3;18;"M;";;;
Order Up!!;PS3;2011;Action;Funbox Media;0.05;0.01;0;0.01;0.07;;;;;";";;;
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD;PS3;2013;Simulation;Namco Bandai Games;0;0;0.04;0;0.04;;;;;";";;;
Overlord II;PS3;2009;Action;Codemasters;0.11;0.15;0;0.06;0.32;72;42;7.6;24;"T;";;;
Overlord: Raising Hell;PS3;2008;Action;Codemasters;0.07;0.03;0;0.02;0.12;72;35;7.7;27;"T;";;;
PachiPara 15: Super Umi Monogatari in Okinawa 2;PS3;2010;Misc;Irem Software Engineering;0;0;0.02;0;0.02;;;;;";";;;
Pac-Man All-Stars;PS3;2011;Fighting;Namco Bandai Games;0.21;0.07;0.04;0.04;0.35;;;;;";";;;
PAC-MAN and the Ghostly Adventures;PS3;2013;Platform;Namco Bandai Games;0.03;0.03;0;0.01;0.08;51;6;3.1;7;"E10+;";;;
Pac-Man and the Ghostly Adventures 2;PS3;2014;Adventure;Namco Bandai Games;0.05;0.03;0;0.02;0.1;59;11;6.3;4;"E10+;";;;
PAIN;PS3;2009;Action;Sony Computer Entertainment;0;0.01;0;0;0.01;71;37;6.2;37;"T;";;;
Painkiller: Hell & Damnation;PS3;2013;Shooter;Nordic Games;0.02;0.01;0;0.01;0.04;;;;;";";;;
Payday 2;PS3;2013;Shooter;505 Games;0.22;0.14;0;0.08;0.44;74;12;6.1;182;"M;";;;
PDC World Championship Darts: Pro Tour;PS3;2010;Sports;O-Games;0;0.08;0;0.02;0.1;;;;;";";;;
Persona 4: Arena;PS3;2012;Fighting;Atlus;0.31;0.11;0.24;0.08;0.73;86;47;7.7;180;"T;";;;
Persona 4: Arena Ultimax;PS3;2014;Fighting;Atlus;0;0;0.13;0;0.14;84;38;8;87;"T;";;;
Persona 5;PS3;2016;Role-Playing;Atlus;0;0;0.12;0;0.12;;;;;";";;;
PES 2009: Pro Evolution Soccer;PS3;2008;Sports;Konami Digital Entertainment;0.11;1.33;0.4;0.26;2.11;;;;;";";;;
Phantom Breaker;PS3;2013;Fighting;5p;0;0;0.01;0;0.01;;;;;";";;;
Phineas and Ferb: Across the 2nd Dimension;PS3;2011;Action;Disney Interactive Studios;0.15;0.11;0;0.05;0.32;63;13;6.6;9;"E10+;";;;
Pictionary: Ultimate Edition;PS3;2011;Misc;THQ;0.15;0.06;0;0.03;0.24;62;4;;;"E;";;;
Pinball Hall of Fame: The Williams Collection;PS3;2009;Misc;Crave Entertainment;0.2;0;0;0.02;0.22;82;16;7.9;8;"E10+;";;;
Pirates of the Caribbean: At Worlds End;PS3;2007;Action;Disney Interactive Studios;0.17;0.41;0;0.15;0.73;55;24;6.9;19;"T;";;;
Planet 51;PS3;2009;Action;Sega;0.07;0.03;0;0.01;0.11;50;11;;;"E;";;;
Plants vs. Zombies;PS3;2011;Strategy;PopCap Games;0.18;0;0;0.02;0.2;85;8;7.9;61;"E10+;";;;
Plants vs. Zombies: Garden Warfare;PS3;2014;Shooter;Electronic Arts;0.22;0.32;0.01;0.11;0.66;;;7.8;24;"E10+;";;;
PlayStation All-Stars Battle Royale;PS3;2012;Action;Sony Computer Entertainment;0.5;0.27;0.04;0.15;0.95;74;69;7.3;542;"T;";;;
PlayStation Move Heroes;PS3;2011;Platform;Sony Computer Entertainment;0.09;0.06;0;0.03;0.18;53;39;6.1;16;"E10+;";;;
Port Royale 3;PS3;2012;Simulation;Kalypso Media;0.06;0;0;0.01;0.07;;;8.9;9;"T;";;;
Portal 2;PS3;2011;Shooter;Valve;0.83;0.6;0.02;0.24;1.7;95;54;8.4;943;"E10+;";;;
Power Gig: Rise of the SixString;PS3;2010;Misc;Unknown;0.13;0;0;0.01;0.14;36;10;0.5;4;"T;";;;
Power Smash: Live Match!;PS3;2010;Sports;Sega;0;0;0.01;0;0.01;;;;;";";;;
Prince of Persia;PS3;2008;Action;Ubisoft;0.47;0.4;0.03;0.17;1.07;85;59;7.3;246;"T;";;;
Prince of Persia Trilogy;PS3;2010;Action;Ubisoft;0.17;0.24;0;0.09;0.5;;;;;";";;;
Prince of Persia: The Forgotten Sands;PS3;2010;Action;Ubisoft;0.19;0.36;0.01;0.12;0.69;75;49;7.5;122;"T;";;;
Prison Break: The Conspiracy;PS3;2010;Action;Deep Silver;0.05;0.15;0;0.05;0.25;42;33;3.8;20;"T;";;;
Pro Baseball Spirits 2015;PS3;2015;Action;Konami Digital Entertainment;0;0;0.15;0;0.15;;;;;";";;;
Pro Evolution Soccer 2008;PS3;2007;Sports;Konami Digital Entertainment;0.04;1.1;0.32;0.13;1.59;74;19;6.1;47;"E;";;;
Pro Evolution Soccer 2010;PS3;2009;Sports;Konami Digital Entertainment;0.3;1.27;0.46;0.26;2.28;78;42;6.7;76;"E;";;;
pro evolution soccer 2011;PS3;2010;Sports;Konami Digital Entertainment;0.29;1.17;0.54;0.41;2.41;77;40;6.8;85;"E;";;;
Pro Evolution Soccer 2012;PS3;2011;Action;Konami Digital Entertainment;0.34;0.96;0.55;0.33;2.19;80;41;6.6;132;"E;";;;
Pro Evolution Soccer 2013;PS3;2012;Sports;Konami Digital Entertainment;0.18;0.63;0.49;0.24;1.53;82;37;6.7;146;"E;";;;
Pro Evolution Soccer 2014;PS3;2013;Action;Konami Digital Entertainment;0.03;0.41;0.51;0;0.95;78;39;4.1;304;"E;";;;
Pro Evolution Soccer 2015;PS3;2014;Sports;Konami Digital Entertainment;0.1;0.2;0.22;0.06;0.58;;;7.8;34;"E;";;;
Pro Evolution Soccer 2016;PS3;2015;Sports;Konami Digital Entertainment;0.09;0.12;0.15;0.04;0.41;;;7.2;40;"E;";;;
Pro Evolution Soccer 2017;PS3;2016;Sports;Konami Digital Entertainment;0.02;0.1;0.06;0.02;0.2;;;6.5;21;"E;";;;
Pro Yaky? Spirits 2010;PS3;2010;Sports;Konami Digital Entertainment;0;0;0.21;0;0.21;;;;;";";;;
Pro Yaky? Spirits 2011;PS3;2011;Sports;Konami Digital Entertainment;0;0;0.18;0;0.18;;;;;";";;;
Pro Yaky? Spirits 2012;PS3;2012;Sports;Konami Digital Entertainment;0;0;0.19;0;0.19;;;;;";";;;
Pro Yaky? Spirits 2013;PS3;2013;Sports;Konami Digital Entertainment;0;0;0.2;0;0.2;;;;;";";;;
Pro Yaky? Spirits 2014;PS3;2014;Sports;Konami Digital Entertainment;0;0;0.14;0;0.14;;;;;";";;;
Pro Yaky? Spirits 4;PS3;2007;Sports;Konami Digital Entertainment;0;0;0.07;0;0.07;;;;;";";;;
Pro Yaky? Spirits 5;PS3;2008;Sports;Konami Digital Entertainment;0;0;0.11;0;0.11;;;;;";";;;
Pro Yaky? Spirits 6;PS3;2009;Sports;Konami Digital Entertainment;0;0;0.15;0;0.15;;;;;";";;;
Pro Yakyuu Spirits 5 Kanzenban;PS3;2008;Sports;Konami Digital Entertainment;0;0;0.03;0;0.03;;;;;";";;;
Puppeteer;PS3;2013;Platform;Sony Computer Entertainment Europe;0.11;0.08;0.02;0.04;0.26;80;75;8.5;238;"E10+;";;;
Pure;PS3;2008;Racing;Disney Interactive Studios;0.42;0.33;0;0.14;0.89;83;43;7.8;30;"E;";;;
Pure Futbol;PS3;2010;Sports;Ubisoft;0.06;0.13;0;0.04;0.24;46;12;7.5;30;"E;";;;
Puss in Boots;PS3;2011;Action;THQ;0.07;0.01;0;0.01;0.09;70;4;7;4;"E10+;";;;
Putty Squad;PS3;2013;Platform;System 3;0;0.01;0;0;0.01;;;;;"E10+;";;;
Puyo Puyo Tetris;PS3;2014;Puzzle;Sega;0;0;0.04;0;0.04;;;;;";";;;
Quantum Conundrum;PS3;2012;Action;Square Enix;0;0.01;0;0;0.01;79;14;7.1;50;"E;";;;
Quantum Theory;PS3;2010;Shooter;Tecmo Koei;0.05;0.09;0.02;0.03;0.19;43;34;5.3;21;"M;";;;
