Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;"Rating;";;;
MonHun Nikki: Poka Poka Ailu Mura G;PSP;2011;Role-Playing;Capcom;0;0;0.31;0;0.31;;;;;";";;;
Monster Hunter Freedom;PSP;2005;Role-Playing;Capcom;0.24;0.03;1.03;0.04;1.34;71;34;8.6;78;"T;";;;
Monster Hunter Freedom 2;PSP;2007;Role-Playing;Capcom;0.37;0.27;1.75;0.18;2.57;72;38;8.7;83;"T;";;;
Monster Hunter Freedom 3;PSP;2010;Role-Playing;Capcom;0;0;4.87;0;4.87;;;;;";";;;
Monster Hunter Freedom Unite;PSP;2008;Role-Playing;Capcom;0.47;0.55;4.13;0.34;5.48;81;48;8.7;124;"T;";;;
Monster Jam: Path of Destruction;PSP;2010;Racing;Activision;0.08;0;0;0.01;0.09;;;;;"E;";;;
Monster Jam: Urban Assault;PSP;2008;Racing;Activision;0.08;0;0;0.01;0.08;;;;;"E;";;;
Monster Kingdom: Jewel Summoner;PSP;2006;Role-Playing;Sony Computer Entertainment;0;0;0.04;0;0.04;66;25;7.3;7;"T;";;;
Mortal Kombat: Unchained;PSP;2006;Fighting;Midway Games;0.67;0.01;0;0.06;0.74;70;19;8.8;31;"M;";;;
Mother Goose no Himitsu no Yakata;PSP;2011;Adventure;Quinrose;0;0;0.03;0;0.03;;;;;";";;;
MotoGP;PSP;2006;Racing;Sony Computer Entertainment;0.03;0;0;0;0.03;69;18;7.1;7;"E;";;;
MotorStorm: Arctic Edge;PSP;2009;Racing;Sony Computer Entertainment;0.16;0.57;0;0.29;1.02;79;58;8.8;39;"T;";;;
Motto NUGA-CEL!;PSP;2010;Adventure;Idea Factory;0;0;0.02;0;0.02;;;;;";";;;
Moujuutsukai to Oujisama Portable;PSP;2011;Adventure;Idea Factory;0;0;0.02;0;0.02;;;;;";";;;
Moujuutsukai to Oujisama: Snow Bride Portable;PSP;2012;Adventure;Idea Factory;0;0;0.02;0;0.02;;;;;";";;;
MTX Mototrax;PSP;2006;Racing;Activision;0.04;0;0;0;0.05;67;8;;;"E;";;;
Musou Tourou;PSP;2009;Strategy;Nippon Ichi Software;0;0;0.01;0;0.01;;;;;";";;;
MVP Baseball;PSP;2005;Sports;Electronic Arts;0.2;0;0;0.02;0.21;67;21;7.7;16;"E;";;;
MX vs. ATV Reflex;PSP;2009;Racing;THQ;0.18;0.03;0;0.03;0.23;;;;;"E;";;;
MX vs. ATV Unleashed: On the Edge;PSP;2006;Racing;THQ;0.64;0;0;0.05;0.69;68;22;8.1;7;"E;";;;
MX vs. ATV Untamed;PSP;2007;Racing;THQ;0.35;0.18;0;0.12;0.65;59;12;;;"E;";;;
My Little Sister Cant Be This Cute Portable;PSP;2012;Action;Namco Bandai Games;0;0;0.11;0;0.11;;;;;";";;;
My Spanish Coach;PSP;2008;Misc;Ubisoft;0.12;0;0;0.01;0.13;;;;;"E;";;;
Myst;PSP;2006;Adventure;Midway Games;0;0.01;0;0;0.01;69;4;4.8;5;"E;";;;
MyStylist;PSP;2008;Simulation;Sony Computer Entertainment;0;0;0.01;0;0.01;;;;;";";;;
Mytran Wars;PSP;2009;Strategy;Deep Silver;0.09;0.02;0;0.02;0.13;68;16;8.8;4;"T;";;;
N+;PSP;2007;Platform;Atari;0.03;0;0;0;0.03;79;21;7.8;18;"E;";;;
Namco Museum Battle Collection;PSP;2005;Misc;Sony Computer Entertainment;0.75;0.18;0;0.16;1.08;73;28;7.2;9;"E10+;";;;
Namco Museum Battle Collection (JP sales);PSP;2005;Misc;Sony Computer Entertainment;0;0;0.02;0;0.02;;;;;";";;;
Nanatama: Chronicle of Dungeon Maker;PSP;2009;Role-Playing;Global A Entertainment;0;0;0.01;0;0.01;;;;;";";;;
Nano Diver;PSP;2011;Action;Takara Tomy;0;0;0.02;0;0.02;;;;;";";;;
Napoleon Dynamite: The Game;PSP;2007;Puzzle;Crave Entertainment;0.03;0;0;0;0.04;37;14;4.6;7;"E10+;";;;
Narcissus: Moshimo Ashita ga Runara;PSP;2010;Adventure;Kadokawa Shoten;0;0;0.02;0;0.02;;;;;";";;;
Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari;PSP;2009;Role-Playing;Irem Software Engineering;0;0;0.01;0;0.01;;;;;";";;;
Naruto Shippuden: Kizuna Drive;PSP;2010;Action;Namco Bandai Games;0.04;0.02;0.05;0.01;0.13;57;22;5;6;"T;";;;
Naruto Shippuden: Legends: Akatsuki Rising;PSP;2009;Fighting;Namco Bandai Games;0.14;0;0;0.01;0.15;60;15;6.2;10;"T;";;;
Naruto Shippuden: Ultimate Ninja Heroes 3;PSP;2009;Fighting;Namco Bandai Games;0.13;0.04;0.19;0.03;0.38;61;22;6.4;19;"T;";;;
Naruto Shippuden: Ultimate Ninja Impact;PSP;2011;Fighting;Namco Bandai Games;0.09;0.07;0.15;0.04;0.34;59;16;7.1;27;"T;";;;
Naruto: Ultimate Ninja Heroes;PSP;2006;Fighting;Namco Bandai Games;0.26;0;0;0;0.26;70;11;6.6;11;"T;";;;
Naruto: Ultimate Ninja Heroes (JP sales);PSP;2006;Fighting;Namco Bandai Games;0;0;0.06;0;0.06;;;;;";";;;
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress;PSP;2006;Fighting;Atari;0.14;0;0;0.01;0.16;64;20;7.8;17;"T;";;;
NASCAR;PSP;2006;Racing;Electronic Arts;0.09;0;0;0.01;0.1;66;13;5.3;6;"E;";;;
Natsuzora no Monologue;PSP;2013;Adventure;Otomate;0;0;0.01;0;0.01;;;;;";";;;
Nayuta no Kiseki;PSP;2012;Action;Nihon Falcom Corporation;0;0;0.14;0;0.14;;;;;";";;;
NBA;PSP;2005;Sports;Sony Computer Entertainment;0.2;0;0;0.02;0.21;57;25;6.9;14;"E;";;;
NBA 06;PSP;2005;Sports;Sony Computer Entertainment;0.2;0;0;0.02;0.22;72;19;5.4;8;"E;";;;
NBA 07;PSP;2006;Sports;Sony Computer Entertainment;0.18;0;0;0.02;0.2;68;24;7;5;"E;";;;
NBA 08;PSP;2007;Sports;Sony Computer Entertainment;0.03;0;0;0;0.03;75;18;7.5;8;"E;";;;
NBA 09: The Inside;PSP;2008;Sports;Sony Computer Entertainment;0.16;0;0;0.01;0.17;79;9;7.4;7;"E;";;;
NBA 10: The Inside;PSP;2009;Sports;Sony Computer Entertainment;0.07;0;0;0.01;0.08;69;13;3;13;"E;";;;
NBA 2K10;PSP;2009;Sports;Take-Two Interactive;0.3;0;0;0.03;0.33;;;8.1;13;"E;";;;
NBA 2K11;PSP;2010;Action;Take-Two Interactive;0.39;0;0;0.03;0.42;;;6.4;5;"E;";;;
NBA 2K12;PSP;2011;Sports;Take-Two Interactive;0.22;0.03;0;0.03;0.27;;;5;7;"E;";;;
NBA 2K13;PSP;2012;Sports;Take-Two Interactive;0;0;0;0;0.01;;;7.3;7;"E;";;;
NBA Ballers: Rebound;PSP;2006;Sports;Midway Games;0.09;0;0;0.01;0.1;69;17;7.7;7;"E;";;;
NBA Live 06;PSP;2005;Sports;Electronic Arts;0.39;0;0;0.03;0.42;80;18;7.6;13;"E;";;;
NBA Live 07;PSP;2006;Sports;Electronic Arts;0.47;0;0;0.04;0.51;64;9;7.5;4;"E;";;;
NBA Live 08;PSP;2007;Sports;Electronic Arts;0.28;0;0;0.02;0.31;73;11;6.2;5;"E;";;;
NBA Live 09;PSP;2008;Sports;Electronic Arts;0.23;0.07;0.03;0.06;0.39;;;7.3;8;"E;";;;
NBA Live 10;PSP;2009;Sports;Electronic Arts;0.21;0;0.01;0.02;0.24;64;4;4.2;10;"E;";;;
NBA Street: Showdown;PSP;2005;Sports;Electronic Arts;0.2;0;0;0.02;0.22;75;25;8.5;15;"E;";;;
NCAA Football 07;PSP;2006;Sports;Electronic Arts;0.34;0;0;0.03;0.37;75;16;7.9;11;"E;";;;
NCAA Football 09;PSP;2008;Sports;Electronic Arts;0.21;0;0;0.02;0.23;;;;;"E;";;;
NCAA Football 10;PSP;2009;Sports;Electronic Arts;0.19;0;0;0.02;0.21;;;;;"E;";;;
Need for Speed Carbon: Own the City;PSP;2006;Racing;Electronic Arts;0.87;0.97;0;0.58;2.42;73;14;7.9;39;"E10+;";;;
Need for Speed Underground Rivals;PSP;2005;Racing;Electronic Arts;0.69;0.37;0.02;0.24;1.32;74;36;8.5;38;"E;";"E;";;
Need for Speed: Most Wanted 5-1-0;PSP;2005;Racing;Electronic Arts;1.77;0.12;0.02;0.17;2.07;72;21;7.8;54;"E10+;";;;
Need for Speed: ProStreet;PSP;2008;Racing;Electronic Arts;0.24;0.33;0.01;0.19;0.77;57;14;7.1;19;"E;";;;
Need for Speed: Shift;PSP;2009;Racing;Electronic Arts;0.16;0.37;0.01;0.21;0.74;69;11;6.5;31;"E;";;;
Need For Speed: Undercover;PSP;2008;Racing;Electronic Arts;0.23;0.31;0.03;0.19;0.76;52;7;6.8;37;"T;";;;
Nendoroid Generation;PSP;2012;Role-Playing;Namco Bandai Games;0;0;0.06;0;0.06;;;;;";";;;
Neo Angelique Special;PSP;2008;Adventure;Tecmo Koei;0;0;0.01;0;0.01;;;;;";";;;
Neopets Petpet Adventures: The Wand of Wishing;PSP;2006;Adventure;Sony Computer Entertainment;0.11;0;0;0.01;0.12;66;21;7.7;6;"E;";;;
Neverland Card Battles;PSP;2008;Role-Playing;Idea Factory;0.05;0;0;0.01;0.06;57;14;7.8;12;"T;";;;
NFL Street 2 Unleashed;PSP;2005;Sports;Electronic Arts;0.34;0;0;0.03;0.37;73;23;7.4;14;"E;";;;
NFL Street 3;PSP;2006;Sports;Electronic Arts;0.24;0;0;0.02;0.27;68;13;;;"E;";;;
NHL 07;PSP;2006;Sports;Electronic Arts;0.13;0.02;0;0.02;0.17;76;7;6.6;23;"E10+;";;;
NHRA Drag Racing: Countdown to the Championship;PSP;2007;Racing;THQ;0.03;0;0;0;0.03;;;;;";";;;
Nippon no Asoko de;PSP;2008;Misc;Sony Computer Entertainment;0;0;0.03;0;0.03;;;;;";";;;
Nisenochigiri;PSP;2010;Adventure;Idea Factory;0;0;0.02;0;0.02;;;;;";";;;
Nisenochigiri: Omoide no Saki e;PSP;2011;Adventure;Idea Factory;0;0;0.03;0;0.03;;;;;";";;;
Nizu no Senritsu Portable 2: Hi no Kioku;PSP;2010;Adventure;CyberFront;0;0;0.01;0;0.01;;;;;";";;;
No Fate! Only the Power of Will;PSP;2010;Adventure;Alchemist;0;0;0.01;0;0.01;;;;;";";;;
Nobunaga no Yabou: Soutensoku with Power-Up Kit;PSP;2011;Strategy;Tecmo Koei;0;0;0.02;0;0.02;;;;;";";;;
Norn9: Norn + Nonette;PSP;2013;Adventure;Idea Factory;0;0;0.04;0;0.04;;;;;";";;;
Obscure: The Aftermath;PSP;2009;Action;Playlogic Game Factory;0.05;0.03;0;0.01;0.09;66;25;8.2;20;"M;";;;
Okashi na Shima no Peter Pan: Sweet Never Land;PSP;2011;Adventure;Quinrose;0;0;0.02;0;0.02;;;;;";";;;
One Piece: Romance Dawn - Bouken no Yoake;PSP;2012;Fighting;Namco Bandai Games;0;0;0.32;0;0.32;;;;;";";;;
Onechanbara Special;PSP;2011;Action;D3Publisher;0;0;0.02;0;0.02;;;;;";";;;
Onigokko! Portable;PSP;2013;Adventure;Alchemist;0;0;0.01;0;0.01;;;;;";";;;
Online Chess Kingdoms;PSP;2006;Misc;Konami Digital Entertainment;0.01;0;0;0;0.02;60;17;6.8;6;"E;";;;
Onore no Shinzuru Michi wo Yuke;PSP;2009;Puzzle;From Software;0;0;0.01;0;0.01;;;;;";";;;
Ookami Kakushi;PSP;2009;Action;Konami Digital Entertainment;0;0;0.04;0;0.04;;;;;";";;;
Open Season;PSP;2006;Platform;Ubisoft;0.07;0;0;0.01;0.07;;;;;"E10+;";;;
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable;PSP;2011;Adventure;Banpresto;0;0;0.15;0;0.15;;;;;";";;;
Ore no Shikabane o Koete Yuke;PSP;2011;Role-Playing;Sony Computer Entertainment;0;0;0.2;0;0.2;;;;;";";;;
Ore wa Shoujo Mangaka;PSP;2012;Action;Giza10;0;0;0.02;0;0.02;;;;;";";;;
Oretachi no Sabage Portable;PSP;2008;Shooter;Best Media;0;0;0.01;0;0.01;;;;;";";;;
Otome wa Oanesama Boku ni Koi Shiteru Portable;PSP;2010;Adventure;Alchemist;0;0;0.02;0;0.02;;;;;";";;;
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder;PSP;2011;Adventure;Alchemist;0;0;0.03;0;0.03;;;;;";";;;
Otometeki Koi Kakumei * Love Revo! Portable;PSP;2010;Adventure;Idea Factory;0;0;0.02;0;0.02;;;;;";";;;
Ouka Sengoku Portable;PSP;2012;Adventure;Alchemist;0;0;0.01;0;0.01;;;;;";";;;
Oumagatoki: Kaidan Romance;PSP;2012;Action;Quinrose;0;0;0.03;0;0.03;;;;;";";;;
OutRun 2006: Coast 2 Coast;PSP;2006;Racing;Sega;0.03;0.01;0;0;0.04;82;31;8.1;14;"E;";;;
Over the Hedge: Hammy Goes Nuts!;PSP;2006;Platform;Activision;0.05;0;0;0;0.05;58;7;;;"E;";;;
Pac-Man World 3;PSP;2005;Platform;Namco Bandai Games;0.07;0;0;0.01;0.07;61;9;6;4;"E;";;;
Pac-Man World Rally;PSP;2006;Racing;Namco Bandai Games;0.04;0;0;0;0.04;51;9;;;"E;";;;
Pac-Man: Adventures in Time;PSP;2006;Fighting;Sony Computer Entertainment;0.76;1.09;0.12;0.64;2.62;;;;;";";;;
PANGYA: Fantasy Golf;PSP;2009;Sports;Takara Tomy;0.09;0;0.04;0.01;0.14;77;16;7.2;14;"E10+;";;;
PaRappa The Rapper;PSP;2006;Misc;Sony Computer Entertainment;0.11;0;0.02;0.02;0.15;67;43;5.2;16;"E;";;;
Pastel Chime Continue;PSP;2010;Adventure;5p;0;0;0.02;0;0.02;;;;;";";;;
Patapon;PSP;2007;Misc;Sony Computer Entertainment;0.33;0.25;0.07;0.16;0.81;86;60;8.7;102;"E;";;;
Patapon 2;PSP;2008;Misc;Sony Computer Entertainment;0;0.03;0.06;0.01;0.1;81;49;8.3;62;"E;";;;
Patapon 3;PSP;2011;Misc;Sony Computer Entertainment;0.05;0.03;0.17;0.02;0.28;74;41;7.2;35;"E;";;;
Payout Poker & Casino;PSP;2006;Misc;Namco Bandai Games;0.02;0;0;0;0.02;;;;;";";;;
PC Engine Best Collection: Tengai Makyou Collection;PSP;2008;Role-Playing;Hudson Soft;0;0;0.02;0;0.02;;;;;";";;;
PC Engine Best Collention: Ginga Ojousama Densetsu Collection;PSP;2008;Adventure;Hudson Soft;0;0;0.01;0;0.01;;;;;";";;;
PDC World Championship Darts 2008;PSP;2008;Sports;Oxygen Interactive;0.01;0;0;0;0.01;43;7;;;"E10+;";;;
Persona 2: Eternal Punishment;PSP;2012;Role-Playing;Atlus;0;0;0.05;0;0.05;;;;;";";;;
PES 2009: Pro Evolution Soccer;PSP;2008;Sports;Konami Digital Entertainment;0.04;0.33;0.26;0.17;0.8;;;;;";";;;
Peter Jacksons King Kong: The Official Game of the Movie;PSP;2005;Action;Ubisoft;0.16;0.01;0;0.02;0.19;56;10;6.4;22;"T;";;;
Petz: Dogz Family;PSP;2009;Simulation;Ubisoft;0.05;0.02;0;0.01;0.08;;;;;"E;";;;
Petz: Hamsterz Bunch;PSP;2009;Simulation;Ubisoft;0.06;0;0;0.01;0.07;;;;;"E;";;;
Petz: Saddle Clu;PSP;2009;Simulation;Ubisoft;0.08;0;0;0.01;0.09;;;;;"E;";;;
Phantasy Star Portable;PSP;2008;Role-Playing;Sega;0.2;0.06;0.63;0.05;0.94;64;38;7.8;19;"T;";;;
Phantasy Star Portable 2;PSP;2009;Role-Playing;Sega;0.08;0.11;0.62;0.06;0.87;69;27;8.1;35;"T;";;;
Phantasy Star Portable 2: Infinity;PSP;2011;Role-Playing;Sega;0;0;0.37;0;0.37;;;;;";";;;
Phantom Brave: The Hermuda Triangle;PSP;2010;Role-Playing;Nippon Ichi Software;0.06;0;0.03;0.01;0.1;65;16;7.3;11;"T;";;;
Phantom Kingdom Portable;PSP;2011;Role-Playing;Nippon Ichi Software;0;0;0.04;0;0.04;;;;;";";;;
Phi Brain: Kizuna no Puzzle;PSP;2012;Action;Arc System Works;0;0;0.01;0;0.01;;;;;";";;;
PhotoKano;PSP;2012;Adventure;Kadokawa Shoten;0;0;0.09;0;0.09;;;;;";";;;
Pilot Academy;PSP;2006;Simulation;Rising Star Games;0;0.01;0;0;0.01;67;7;;;";";;;
Pinball Hall of Fame: The Gottlieb Collection;PSP;2005;Misc;Play It;0.2;0.01;0;0.02;0.23;73;27;8.1;13;"E;";;;
Pinball Hall of Fame: The Williams Collection;PSP;2008;Misc;System 3 Arcade Software;0.09;0.01;0;0.01;0.11;78;4;;;"E10+;";;;
Pipe Mania;PSP;2008;Puzzle;Empire Interactive;0.06;0;0;0.01;0.07;74;6;;;"E;";;;
Pirates of the Caribbean: At Worlds End;PSP;2007;Action;Disney Interactive Studios;0.15;0.17;0;0.1;0.42;61;5;7;11;"T;";;;
Pirates of the Caribbean: Dead Mans Chest;PSP;2006;Adventure;Disney Interactive Studios;0.25;0;0;0.02;0.28;52;34;8;17;"T;";;;
PixelJunk Monsters Deluxe;PSP;2010;Strategy;Sony Computer Entertainment;0.11;0;0;0.01;0.12;86;27;7.9;32;"E;";;;
Planetarian: Chiisana Hoshi no Yume;PSP;2009;Adventure;Prototype;0;0;0.02;0;0.02;;;;;";";;;
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator;PSP;2006;Misc;Sega;0;0;0.02;0;0.02;;;;;";";;;
Platypus;PSP;2006;Shooter;Funsta;0.02;0;0;0;0.02;59;14;;;"E;";;;
Pocket Pool;PSP;2007;Action;Conspiracy Entertainment;0.04;0;0;0;0.04;37;19;;;"M;";;;
Pocket Racers;PSP;2006;Racing;Konami Digital Entertainment;0.01;0;0;0;0.01;39;16;;;"E;";;;
Popn Music Portable;PSP;2010;Misc;Konami Digital Entertainment;0;0;0.13;0;0.13;;;;;";";;;
Popn Music Portable 2;PSP;2011;Misc;Konami Digital Entertainment;0;0;0.06;0;0.06;;;;;";";;;
PoPoLoCrois;PSP;2005;Role-Playing;Ignition Entertainment;0.05;0;0;0;0.06;66;41;7.4;17;"E;";;;
PoPoLoCrois (JP sales);PSP;2005;Role-Playing;Ignition Entertainment;0;0;0.08;0;0.08;;;;;";";;;
Portable Island: Tenohira Resort;PSP;2006;Simulation;Namco Bandai Games;0;0;0.02;0;0.02;;;;;";";;;
Power Pro Success Legends;PSP;2010;Sports;Konami Digital Entertainment;0;0;0.06;0;0.06;;;;;";";;;
Power Stone Collection;PSP;2006;Action;Capcom;0.08;0;0;0.01;0.1;74;34;6.8;6;"T;";;;
PQ: Practical Intelligence Quotient;PSP;2005;Puzzle;D3Publisher;0.07;0;0;0.01;0.08;69;34;;;"E;";;;
PQ2: Practical Intelligence Quotient;PSP;2006;Puzzle;D3Publisher;0.04;0;0;0;0.05;74;19;7.8;6;"E;";;;
Prince of Persia: Revelations;PSP;2005;Adventure;Ubisoft;0.18;0.01;0;0.02;0.21;65;27;8;27;"M;";;;
Prince of Persia: Rival Swords;PSP;2007;Action;Ubisoft;0.08;0.02;0;0.01;0.11;74;16;8.2;19;"T;";;;
Prince of Persia: The Forgotten Sands;PSP;2010;Action;Ubisoft;0.09;0.18;0.01;0.1;0.37;65;10;7.4;14;"T;";;;
Princess Arthur;PSP;2013;Misc;Idea Factory;0;0;0.01;0;0.01;;;;;";";;;
Princess Evangile Portable;PSP;2012;Action;CyberFront;0;0;0.01;0;0.01;;;;;";";;;
Princess Frontier Portable;PSP;2011;Adventure;Alchemist;0;0;0.02;0;0.02;;;;;";";;;
Prinny: Can I Really Be the Hero?;PSP;2008;Platform;Tecmo Koei;0.03;0;0.05;0.01;0.1;72;45;7;41;"T;";;;
Prinny: Can I Really Be The Hero? (US sales);PSP;2008;Action;Tecmo Koei;0.06;0;0;0;0.06;;;;;";";;;
Pro Evolution Soccer 2008;PSP;2008;Sports;Konami Digital Entertainment;0.02;0.53;0.19;0.25;0.98;80;17;6.8;11;"E;";;;
Pro Evolution Soccer 2010;PSP;2009;Sports;Konami Digital Entertainment;0.09;0.33;0.2;0.18;0.8;72;9;4.6;5;"E;";;;
pro evolution soccer 2011;PSP;2010;Sports;Konami Digital Entertainment;0.05;0.3;0.29;0.16;0.79;74;10;5.8;5;"E;";;;
Pro Evolution Soccer 2012;PSP;2011;Action;Konami Digital Entertainment;0.11;0.11;0.29;0.07;0.57;74;4;6.3;8;"E;";;;
Pro Evolution Soccer 2013;PSP;2012;Sports;Konami Digital Entertainment;0;0.07;0.18;0.03;0.27;;;;;"E;";;;
Pro Evolution Soccer 2014;PSP;2013;Action;Konami Digital Entertainment;0;0.02;0.14;0;0.16;;;;;"E;";;;
Pro Yaky? Spirits 2010;PSP;2010;Sports;Konami Digital Entertainment;0;0;0.24;0;0.24;;;;;";";;;
Pro Yaky? Spirits 2011;PSP;2011;Sports;Konami Digital Entertainment;0;0;0.24;0;0.24;;;;;";";;;
Pro Yaky? Spirits 2012;PSP;2012;Sports;Konami Digital Entertainment;0;0;0.2;0;0.2;;;;;";";;;
Pro Yaky? Spirits 2013;PSP;2013;Sports;Konami Digital Entertainment;0;0;0.2;0;0.2;;;;;";";;;
Pro Yaky? Spirits 2014;PSP;2014;Sports;Konami Digital Entertainment;0;0;0.09;0;0.09;;;;;";";;;
Puella Magi Madoka Magica Portable;PSP;2012;Role-Playing;Namco Bandai Games;0;0;0.12;0;0.12;;;;;";";;;
Pursuit Force;PSP;2005;Racing;Sony Computer Entertainment;0.14;0.01;0;0.01;0.16;75;59;7.8;26;"T;";;;
Pursuit Force: Extreme Justice;PSP;2007;Action;Sony Computer Entertainment;0.07;0.06;0;0.03;0.17;73;44;7.6;11;"T;";;;
Puyo Pop Fever;PSP;2004;Puzzle;Ignition Entertainment;0;0;0.04;0;0.04;68;9;;;";";;;
Puyo Puyo 7;PSP;2009;Puzzle;Sega;0;0;0.03;0;0.03;;;;;";";;;
Puyo Puyo! 15th Anniversary;PSP;2007;Puzzle;Sega;0;0;0.02;0;0.02;;;;;";";;;
Puzzle Challenge: Crosswords and More!;PSP;2006;Puzzle;Crave Entertainment;0.18;0;0;0.01;0.2;;;;;";";;;
Puzzle Chronicles;PSP;2010;Puzzle;Konami Digital Entertainment;0.08;0;0;0.01;0.09;62;19;;;"E10+;";;;
Puzzle Guzzle;PSP;2007;Puzzle;DHM Interactive;0.02;0;0;0;0.02;65;12;;;"E;";;;
Puzzle Quest: Challenge of the Warlords;PSP;2007;Puzzle;D3Publisher;0.01;0;0;0;0.02;84;32;8;19;"E10+;";;;
Puzzler Collection;PSP;2008;Puzzle;Ubisoft;0;0;0;0;0.01;;;;;";";";";;
PW: Project Witch;PSP;2009;Adventure;GungHo;0;0;0.01;0;0.01;;;;;";";;;
Queens Blade: Spiral Chaos;PSP;2009;Role-Playing;Namco Bandai Games;0;0;0.11;0;0.11;;;;;";";;;
Queens Gate: Spiral Chaos;PSP;2011;Role-Playing;Namco Bandai Games;0;0;0.14;0;0.14;;;;;";";;;
Quiz Mobile Gundam: Toi Senshi DX;PSP;2006;Puzzle;Namco Bandai Games;0;0;0.04;0;0.04;;;;;";";;;
Race Driver 2006;PSP;2006;Racing;Codemasters;0.03;0;0;0;0.03;81;16;8.5;6;"T;";;;
Ragnarok: Hikari to Yami no Koujo;PSP;2011;Role-Playing;GungHo;0.02;0;0.05;0;0.07;;;;;";";;;
Rainbow Islands: Revolution;PSP;2005;Action;Rising Star Games;0.01;0;0;0;0.01;;;;;";";;;
Rapala Pro Bass Fishing 2010;PSP;2010;Sports;Activision;0.07;0;0;0.01;0.08;;;;;"E;";;;
Rapala Trophies;PSP;2006;Sports;Activision;0.04;0;0;0;0.04;;;9;4;"E;";;;
Ratatouille;PSP;2007;Action;THQ;0.22;0.27;0;0.16;0.66;64;7;7.1;7;"E;";;;
Ratchet & Clank: Size Matters;PSP;2007;Platform;Sony Computer Entertainment;1.4;1.39;0.1;0.86;3.74;;;;;";";;;
Record of Agarest War: Marriage;PSP;2012;Role-Playing;Compile Heart;0;0;0.04;0;0.04;;;;;";";;;
Reel Fishing: The Great Outdoors;PSP;2006;Sports;Natsume;0.05;0;0;0;0.05;;;;;"E;";;;
Renai 0 Kilometer;PSP;2013;Adventure;Alchemist;0;0;0.03;0;0.03;;;;;";";;;
Rengoku II:  The Stairway To H.E.A.V.E.N.;PSP;2006;Action;Konami Digital Entertainment;0.02;0;0;0;0.02;51;24;7.6;14;"T;";;;
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales);PSP;2006;Action;Konami Digital Entertainment;0;0;0.01;0;0.01;;;;;";";;;
Rengoku: The Tower of Purgatory;PSP;2005;Action;Konami Digital Entertainment;0.1;0;0;0.01;0.11;43;30;5.6;22;"M;";;;
Resistance: Retribution;PSP;2009;Shooter;Sony Computer Entertainment;0.27;0.36;0.05;0.21;0.89;81;67;8.1;84;"M;";;;
Rezel Cross;PSP;2007;Role-Playing;Sony Computer Entertainment;0;0;0.01;0;0.01;;;;;";";;;
Ridge Racer;PSP;2004;Racing;Sony Computer Entertainment;0.36;0.44;0.32;0.27;1.4;88;58;8.2;65;"E;";;;
Ridge Racer 2;PSP;2006;Racing;Sony Computer Entertainment;0;0.02;0.07;0.01;0.1;;;;;";";;;
Riviera: The Promised Land;PSP;2006;Role-Playing;505 Games;0.07;0;0.02;0.01;0.09;68;11;7.8;18;"T;";;;
Rock Band Unplugged;PSP;2009;Misc;MTV Games;0.24;0.14;0;0.1;0.49;79;50;8.6;31;"T;";;;
RockMan DASH / RockMan DASH2 Value Pack;PSP;2009;Role-Playing;Capcom;0;0;0.01;0;0.01;;;;;";";;;
Rocky Balboa;PSP;2007;Sports;Ubisoft;0.01;0.09;0;0.01;0.1;58;17;6.6;11;"T;";;;
Ro-Kyu-Bu!;PSP;2011;Adventure;Kadokawa Shoten;0;0;0.08;0;0.08;;;;;";";;;
Ro-Kyu-Bu! Lost Secret;PSP;2013;Adventure;Kadokawa Shoten;0;0;0.02;0;0.02;;;;;";";;;
Romeo Vs. Juliet;PSP;2013;Adventure;Quinrose;0;0;0.01;0;0.01;;;;;";";;;
R-Type Command;PSP;2007;Strategy;Rising Star Games;0.06;0;0.01;0.01;0.08;69;29;6.5;6;"E10+;";;;
R-Type Command (correct US sales);PSP;2007;Strategy;Rising Star Games;0.04;0;0;0;0.04;;;;;";";;;
R-Type Tactics II: Operation Bitter Chocolate;PSP;2009;Strategy;Irem Software Engineering;0;0;0.01;0;0.01;;;;;";";;;
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen;PSP;2011;Fighting;Namco Bandai Games;0;0;0.06;0;0.06;;;;;";";;;
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen;PSP;2012;Action;Namco Bandai Games;0;0;0.06;0;0.06;;;;;";";;;
Rush;PSP;2006;Racing;Midway Games;0.11;0;0;0.01;0.12;55;12;;;"T;";;;
S.Y.K Renshouden Portable;PSP;2011;Adventure;Idea Factory;0;0;0.04;0;0.04;;;;;";";;;
S.Y.K: Shinsetsu Saiyuuki Portable;PSP;2010;Adventure;Idea Factory;0;0;0.01;0;0.01;;;;;";";;;
Saigo no Yakusoku no Monogatari;PSP;2011;Role-Playing;Unknown;0;0;0.11;0;0.11;;;;;";";;;
Saint Seiya Omega: Ultimate Cosmo;PSP;2012;Fighting;Namco Bandai Games;0;0;0.01;0;0.01;;;;;";";;;
